t[s],Relative error in y,vy[m/s],x[m],ay[m/s]
0.0,0.0,0.0,0.0,-9.80655
0.001,4.903277303204657e-07,-0.00980655,0.0,-9.806548821936818
0.002,9.806567662132565e-07,-0.01961309882193682,0.0,-9.806545287747843
0.003,1.4709883137865008e-06,-0.029419644109684662,0.0,-9.80653939743562
0.004,1.9613235807701475e-06,-0.03922618350712028,0.0,-9.806531151004961
0.005,2.451663773329767e-06,-0.04903271465812524,0.0,-9.806520548462942
0.006,2.9420100994529185e-06,-0.05883923520658818,0.0,-9.806507589818903
0.007,3.432363765407653e-06,-0.06864574279640709,0.0,-9.80649227508445
0.008,3.922725977707775e-06,-0.07845223507149154,0.0,-9.80647460427345
0.009000000000000001,4.413097944367608e-06,-0.08825870967576499,0.0,-9.806454577402038
0.010000000000000002,4.9034808738474574e-06,-0.09806516425316703,0.0,-9.80643219448861
